round,loss,recon_loss,kl_loss,num_available
1,403.92814057617187,402.0344679199219,1.893673910713196,5
10,281.01346572265624,266.0374404296875,14.97602481994629,2
20,267.9330464355469,252.2039132080078,15.729135720825195,5
30,261.58626696777344,246.27382895507813,15.312435981750488,8
40,258.70519580078127,244.05691645507812,14.648279934692383,3
50,255.21803979492188,240.59183581542968,14.626204109191894,6
