round,loss,recon_loss,kl_loss,num_available,mean_staleness
1,498.91747841796877,498.6965810546875,0.2208977340936661,5,0.75
10,873.9610680664063,795.6558456054687,78.30521797485352,2,3.0
20,465.6500162109375,461.5250603027344,4.124956990814209,5,2.7
30,384.000004296875,334.171007421875,49.828998718261715,8,2.15
40,315.01471059570315,304.2876537109375,10.72705648498535,3,3.55
50,366.7016720214844,348.557155078125,18.144516094970705,6,2.55
