round,loss,recon_loss,kl_loss,num_available,mean_staleness,num_echoes_used,mean_echo_weight
1,498.91747841796877,498.6965810546875,0.2208977340936661,5,0.75,0,0.0
10,307.21787973632814,294.34122109375,12.876657373046875,2,3.0,14,0.23496848869142256
20,285.820575,270.96171884765624,14.858855529785156,5,2.7,13,0.15662318012505447
30,276.5643915527344,261.2489294921875,15.315463912963867,8,2.15,10,0.08836063617300556
40,272.9437874511719,258.0148586669922,14.928929594421387,3,3.55,9,0.13543184835023875
50,270.29596809082034,255.32160795898437,14.974358680725098,6,2.55,7,0.09266663739701005
